"word","present","len","vowels","consonants","nonletters"
"overplots",1,9,3,6,0
"halting",1,7,2,5,0
"qulingnntonbuernkims",0,20,6,14,0
"bluebuck",1,8,3,5,0
"tailorbird",1,10,4,6,0
"fwomqknpwc",0,10,1,9,0
"cariyo",1,6,3,3,0
"cglcqmfxyrbsm",0,13,0,13,0
"rammerman",0,9,3,6,0
"polyspermy",1,10,2,8,0
"iyownve'l",0,9,3,6,1
"qunetesonabah",0,13,6,7,0
"deusdediting",0,12,5,7,0
"nonbibliographic",1,16,6,10,0
"oncopo",0,6,3,3,0
"sawfaavvnnnnsswzlnuvw",0,21,4,17,0
"otfkpavsnll",0,11,2,9,0
"lamar",1,5,2,3,0
"preade",0,6,3,3,0
"zoopartition",0,12,6,6,0
"eluted",1,6,3,3,0
"culverkey",1,9,3,6,0
"cauking",1,7,3,4,0
"prudgemas",0,9,3,6,0
"raymento",0,8,3,5,0
"vasodilation",1,12,6,6,0
"orphanise",1,9,4,5,0
"nuttery",1,7,2,5,0
"semicommunists",0,14,5,9,0
"clouters",1,8,3,5,0
"pyrolysate",1,10,3,7,0
"hadvitavicoconcepothrillic",0,26,10,16,0
"lyginvetus",0,10,3,7,0
"dollingers",0,10,3,7,0
"fsh",1,3,0,3,0
"ozaznjmlocgkki'npn",0,18,4,14,1
"unsaurus",0,8,4,4,0
"brazzaville",1,11,4,7,0
"eaceworm",1,8,4,4,0
"eg'ilrqxpabwvgk",0,15,3,12,1
"heriobubllun",0,12,5,7,0
"wlfrlfxz",0,8,0,8,0
"skol",1,4,1,3,0
"pappea",1,6,3,3,0
"connusable",1,10,4,6,0
"nondistributional",1,17,7,10,0
"vqsnzn'dty",0,10,0,10,1
"ungrownup",0,9,3,6,0
"penecontemporariness",0,20,8,12,0
"lathea",0,6,3,3,0
"faithful",1,8,3,5,0
"plebianism",1,10,4,6,0
"apodal",1,6,3,3,0
"psilotic",1,8,3,5,0
"unashamedness",1,13,5,8,0
"holacputbrococ",0,14,5,9,0
"reproduction",1,12,5,7,0
"glooscap",1,8,3,5,0
"right",1,5,1,4,0
"senecaville",1,11,5,6,0
"blephilia",1,9,4,5,0
"chargentamehet",0,14,5,9,0
"hiplingeses",0,11,4,7,0
"enlaceous",0,9,5,4,0
"rehearing",1,9,4,5,0
"bashlessly",0,10,2,8,0
"repunisotheteronetraodontoid",0,28,13,15,0
"schoolless",1,10,3,7,0
"amphibattersionarcolpigombergemishly",0,36,13,23,0
"jjjiv",0,5,1,4,0
"foregleams",1,10,4,6,0
"huzhsbppbjpjor",0,14,2,12,0
"palotty",0,7,2,5,0
"carnacles",0,9,3,6,0
"lighthouses",1,11,4,7,0
"catogen",0,7,3,4,0
"trinest",0,7,2,5,0
"basisolute",1,10,5,5,0
"perissodactylous",1,16,6,10,0
"punji",1,5,2,3,0
"ascc",1,4,1,3,0
"wanthill",1,8,2,6,0
"cotto",0,5,2,3,0
"antiperidromy",0,13,5,8,0
"diathermometer",1,14,6,8,0
"nynor",0,5,1,4,0
"protestantines",0,14,5,9,0
"disclost",1,8,2,6,0
"anthropus",0,9,3,6,0
"end",1,3,1,2,0
"planny",0,6,1,5,0
"marcation",0,9,4,5,0
"jaoxrnepeao",0,11,6,5,0
"nonvibranchia",0,13,5,8,0
"pawnbrokery",0,11,3,8,0
"blebrunequaciatinke",0,19,9,10,0
"precept",1,7,2,5,0
"meatering",0,9,4,5,0
"seekoa",0,6,4,2,0
"berkhamsted",1,11,3,8,0
"mudwrestlessness",0,16,4,12,0
"subgenera",1,9,4,5,0
"benzopyrazolone",1,15,6,9,0
"verthip",0,7,2,5,0
"recyclist",1,9,2,7,0
"semi",1,4,2,2,0
"memorisations",1,13,6,7,0
"endocrinologism",0,15,6,9,0
"disenchantress",1,14,4,10,0
"incoherentific",1,14,6,8,0
"lovirus",0,7,3,4,0
"latif",1,5,2,3,0
"thermometrographs",1,17,5,12,0
"eletica",0,7,4,3,0
"costativeness",0,13,5,8,0
"matteufr",0,8,3,5,0
"vepfhffjcjup",0,12,2,10,0
"idahoans",1,8,4,4,0
"ulmint",0,6,2,4,0
"pericardian",1,11,5,6,0
"sacchariferous",1,14,6,8,0
"tiorokufowstun",0,14,6,8,0
"larvacea",1,8,4,4,0
"endmatcher",1,10,3,7,0
"saccadically",1,12,4,8,0
"discerpibleness",1,15,5,10,0
"gneticism",0,9,3,6,0
"twalterous",0,10,4,6,0
"forisfamiliated",1,15,7,8,0
"entomopause",0,11,6,5,0
"spirochaetales",1,14,6,8,0
"emmenagogue",1,11,6,5,0
"sketcher",1,8,2,6,0
"amicizarentripuls",0,17,7,10,0
"coralligerous",1,13,6,7,0
"stringhalt",1,10,2,8,0
"uqorqcfyvnsrxic",0,15,3,12,0
"monsibeia",0,9,5,4,0
"bruang",1,6,2,4,0
"oldsquawberrying",0,16,5,11,0
"misconductor",0,12,4,8,0
"siverise",0,8,4,4,0
"prously",0,7,2,5,0
"yirds",1,5,1,4,0
"frivolling",1,10,3,7,0
"ennoic",1,6,3,3,0
"ostracoideas",0,12,6,6,0
"barbwire",1,8,3,5,0
"dismantlers",1,11,3,8,0
"hdowzzoulick",0,12,4,8,0
"sabble",0,6,2,4,0
"ipod",1,4,2,2,0
"subadanthrompostrical",0,21,7,14,0
"ultrafidianism",1,14,6,8,0
"elephanticide",0,13,6,7,0
"yahganan",1,8,3,5,0
"pelton",1,6,2,4,0
"tortileness",0,11,4,7,0
"oenophily",1,9,4,5,0
"lateens",1,7,3,4,0
"backslidden",1,11,3,8,0
"lacoiffliend",0,12,5,7,0
"unprofessionalness",1,18,7,11,0
"cribla",1,6,2,4,0
"arctiidae",1,9,5,4,0
"ydbxukxrqfph",0,12,1,11,0
"staree",1,6,3,3,0
"nonhereditably",1,14,5,9,0
"baldacchino",0,11,4,7,0
"uthitriniounzelia",0,17,9,8,0
"pisidium",1,8,4,4,0
"basicranial",1,11,5,6,0
"flunders",0,8,2,6,0
"tritchrytimemaniairks",0,21,7,14,0
"hydromorphism",0,13,3,10,0
"aletau",0,6,4,2,0
"chondrichthys",0,13,2,11,0
"yuf",0,3,1,2,0
"bantry",1,6,1,5,0
"nocki",0,5,2,3,0
"vulpicides",1,10,4,6,0
"misappreciates",1,14,6,8,0
"fetichlike",1,10,4,6,0
"buted",0,5,2,3,0
"phecticios",0,10,4,6,0
"carbaration",0,11,5,6,0
"subtorrid",1,9,3,6,0
"meatintinomoods",0,15,7,8,0
"balaton",1,7,3,4,0
"cnidos",0,6,2,4,0
"tholader",0,8,3,5,0
"accine",0,6,3,3,0
"thirteenfold",1,12,4,8,0
"neurohypophysicobiologies",0,25,11,14,0
"qgumtjzkvlui",0,12,3,9,0
"owatonna",1,8,4,4,0
"hermy",1,5,1,4,0
"uzbek",1,5,2,3,0
"lication",0,8,4,4,0
"jaeg",0,4,2,2,0
"springtail",1,10,3,7,0
"semiosis",1,8,4,4,0
"volunteerism",1,12,5,7,0
"generatively",1,12,5,7,0
"ampullariidae",1,13,7,6,0
"hudson",1,6,2,4,0
"thrower",1,7,2,5,0
"cactus",1,6,2,4,0
"thondemnism",0,11,3,8,0
"podispativerway",0,15,6,9,0
"flacoldboacepyliracefuctivele",0,29,12,17,0
"fundamentalisms",1,15,5,10,0
"inatteneral",0,11,5,6,0
"fillian",1,7,3,4,0
"pezant",1,6,2,4,0
"slcxrkvkfafpajow",0,16,3,13,0
"beresthyrgrotrerield",0,20,6,14,0
"clactone",0,8,3,5,0
"preinducean",0,11,5,6,0
"grapilforaceae",0,14,7,7,0
"teadish",1,7,3,4,0
"editorialisation",1,16,9,7,0
"outthink",1,8,3,5,0
"peregrine",1,9,4,5,0
"ratyes",0,6,2,4,0
"bjornson",1,8,2,6,0
"realos",1,6,3,3,0
"interlarger",0,11,4,7,0
"fishable",1,8,3,5,0
"judenberg",1,9,3,6,0
"promite",0,7,3,4,0
"freechurchism",1,13,4,9,0
"nonconsolable",1,13,5,8,0
"squintersaw",0,11,4,7,0
"endotheriidae",0,13,7,6,0
"asperging",1,9,3,6,0
"denigrated",1,10,4,6,0
"queenlier",1,9,5,4,0
"overexcepties",0,13,6,7,0
"intergallergic",0,14,5,9,0
"queechin",0,8,4,4,0
"larimer",1,7,3,4,0
"cnidophobia",1,11,5,6,0
"nonpending",1,10,3,7,0
"misfying",0,8,2,6,0
"gonite",0,6,3,3,0
"temptation",1,10,4,6,0
"ahishar",1,7,3,4,0
"locality",1,8,3,5,0
"photoplaywright",1,15,4,11,0
"tagilite",1,8,4,4,0
"vidames",1,7,3,4,0
"swatchbook",1,10,3,7,0
"bhnx",0,4,0,4,0
"rescindeers",0,11,4,7,0
"gastrular",1,9,3,6,0
"applaudians",0,11,5,6,0
"triamid",1,7,3,4,0
"accaradood",0,10,5,5,0
"procons",0,7,2,5,0
"bespreads",1,9,3,6,0
"pheneandreameritrinier",0,22,10,12,0
"demographist",1,12,4,8,0
"coxitti",0,7,3,4,0
"brucellosis",1,11,4,7,0
"oudnticfvjurlso",0,15,5,10,0
"reascertainable",0,15,7,8,0
"bywood",0,6,2,4,0
"fengtien",1,8,3,5,0
"densntnces",0,10,2,8,0
"hypernatural",1,12,4,8,0
"faletusky",0,9,3,6,0
"hialeah",1,7,4,3,0
"ptynderbird",0,11,2,9,0
"villote",1,7,3,4,0
"necturidae",1,10,5,5,0
"nonlethargy",0,11,3,8,0
"stripe",1,6,2,4,0
"columnutation",0,13,6,7,0
"inequipolitis",0,13,7,6,0
"accessoriness",1,13,5,8,0
"channovocabemonkin",0,18,7,11,0
"charkhas",1,8,2,6,0
"kover",0,5,2,3,0
"nonsubtlety",1,11,3,8,0
"coachdog",1,8,3,5,0
"parsings",1,8,2,6,0
"anvet'iowxugmu",0,14,6,8,1
"mulcher",1,7,2,5,0
"emnobbark",0,9,3,6,0
"prenenorocod",0,12,5,7,0
"semiglaze",1,9,4,5,0
"conce",0,5,2,3,0
"bonny",1,5,1,4,0
"gratrnem",0,8,2,6,0
"cloacanonimpetitiest",0,20,9,11,0
"hurrygraph",1,10,2,8,0
"quayage",1,7,4,3,0
"scruncherseeds",0,14,4,10,0
"ebughuglycea",0,12,5,7,0
"derencephala",0,12,5,7,0
"perilously",1,10,4,6,0
"precommandoman",0,14,5,9,0
"aevvthfuqldduzxea'jrxnwev",0,25,7,18,1
"bestuds",1,7,2,5,0
"spus",0,4,1,3,0
"ayvntd",0,6,1,5,0
"flaggers",1,8,2,6,0
"donkey",1,6,2,4,0
"hyolarerelia",0,12,6,6,0
"captivate",1,9,4,5,0
"bombilating",1,11,4,7,0
"cardons",1,7,2,5,0
"nonneedled",0,10,4,6,0
"fatiguedom",0,10,5,5,0
"toiletted",1,9,4,5,0
"schmalzy",1,8,1,7,0
"salamarines",0,11,5,6,0
"dinitrobacteriacids",0,19,8,11,0
"apneusis",1,8,4,4,0
"smocks",1,6,1,5,0
"encased",1,7,3,4,0
"hypertext",1,9,2,7,0
"horbrasparn",0,11,3,8,0
"tang",1,4,1,3,0
"gorillians",1,10,4,6,0
"willet",1,6,2,4,0
"euphausids",1,10,5,5,0
"microinches",1,11,4,7,0
"mesentery",1,9,3,6,0
"koko",1,4,2,2,0
"merin",0,5,2,3,0
"rhamnaceae",1,10,5,5,0
"bellmanship",1,11,3,8,0
"koussevitzky",1,12,4,8,0
"saggides",0,8,3,5,0
"prefiedly",0,9,3,6,0
"champa",1,6,2,4,0
"rhidet",0,6,2,4,0
"nonauthoritative",1,16,8,8,0
"seely",1,5,2,3,0
"pranginesses",0,12,4,8,0
"katawa",0,6,3,3,0
"ghouls",1,6,2,4,0
"hoodgradii",0,10,5,5,0
"beslobbered",1,11,4,7,0
"spriggers",1,9,2,7,0
"boothmaker",0,10,4,6,0
"chrositchemoch",0,14,4,10,0
"punosp",0,6,2,4,0
"carrew",1,6,2,4,0
"geubzesr",0,8,3,5,0
"dishabilitating",1,15,6,9,0
"cancel",1,6,2,4,0
"parnas",1,6,2,4,0
"panon",0,5,2,3,0
"metpprppfy'vvxxiy'lwussjc",0,25,3,22,2
"enguarded",1,9,4,5,0
"hypermarkets",1,12,3,9,0
"saucobs",0,7,3,4,0
"chemoratymimere",0,15,6,9,0
"frangonal",0,9,3,6,0
"reformingly",1,11,3,8,0
"bobkerry",0,8,2,6,0
"bothe",1,5,2,3,0
"reounot",0,7,4,3,0
"etymologists",1,12,4,8,0
"clubbinesses",1,12,4,8,0
"unlaundered",1,11,5,6,0
"uugshgi",0,7,3,4,0
"quenchings",1,10,3,7,0
"cantoro",0,7,3,4,0
"fogramities",1,11,5,6,0
"gabrielrache",1,12,5,7,0
"equilibrationist",0,16,8,8,0
"quesited",1,8,4,4,0
"gljxwnldnmcmq'",0,14,0,14,1
"conservatrixes",1,14,5,9,0
"pread",0,5,2,3,0
"scaffle",1,7,2,5,0
"amigenesses",0,11,5,6,0
"saddredilly",0,11,3,8,0
"toadrushes",1,10,4,6,0
"jyrt'bgyro",0,10,1,9,1
"nidor",1,5,2,3,0
"difisshotranoty",0,15,5,10,0
"nichus",0,6,2,4,0
"pseudopregnancies",1,17,7,10,0
"blqkvbcnblpinbyz",0,16,1,15,0
"baalp",0,5,2,3,0
"triching",0,8,2,6,0
"nonintellectual",1,15,6,9,0
"hallmouth",0,9,3,6,0
"padma",1,5,2,3,0
"beent",1,5,2,3,0
"vaselines",1,9,4,5,0
"nocorimbrumilitertinable",0,24,10,14,0
"whirlbone",1,9,3,6,0
"moretalictoongipesisten",0,23,10,13,0
"average",1,7,4,3,0
"tennessean",1,10,4,6,0
"horper",0,6,2,4,0
"feviog",0,6,3,3,0
"disoperation",1,12,6,6,0
"unpropateness",0,13,5,8,0
"futural",1,7,3,4,0
"waterid",0,7,3,4,0
"swardaic",0,8,3,5,0
"excremes",0,8,3,5,0
"unweinematology",0,15,7,8,0
"harmsworth",1,10,2,8,0
"rahed",1,5,2,3,0
"unswine",0,7,3,4,0
"calinog",1,7,3,4,0
"clavicornia",1,11,5,6,0
"togg",0,4,1,3,0
"moriche",1,7,3,4,0
"retically",0,9,3,6,0
"dinghies",1,8,3,5,0
"stin",0,4,1,3,0
"maliks",1,6,2,4,0
"blanca",1,6,2,4,0
"exculpations",1,12,5,7,0
"vflpnbdulozprjbeuhinzyg'd",0,25,5,20,1
"pentachords",1,11,3,8,0
"tipster",1,7,2,5,0
"bewaitered",1,10,5,5,0
"moum",0,4,2,2,0
"amazonia",1,8,5,3,0
"acanthodes",1,10,4,6,0
"reactionisms",0,12,5,7,0
"renhionise",0,10,5,5,0
"hamartiologist",0,14,6,8,0
"snbopogiledngegeres",0,19,7,12,0
"huffings",0,8,2,6,0
"onuptxr'uyupukttq",0,17,5,12,1
"synecticity",1,11,3,8,0
"supravaginal",1,12,5,7,0
"unquailingly",1,12,5,7,0
"rikisha",1,7,3,4,0
"terlist",0,7,2,5,0
"trochleariform",1,14,5,9,0
"macing",1,6,2,4,0
"n'pdqvwhwppd'cfja",0,17,1,16,2
"sphyxia",0,7,2,5,0
"vq",0,2,0,2,0
"feter",0,5,2,3,0
"zkmy",0,4,0,4,0
"carlots",1,7,2,5,0
"auripunctuates",0,14,7,7,0
"filber",0,6,2,4,0
"codeclination",1,13,6,7,0
"skolly",1,6,1,5,0
"rountes",0,7,3,4,0
"rfswifflr",0,9,1,8,0
"subschp",0,7,1,6,0
"kayakers",1,8,3,5,0
"prefixtures",1,11,4,7,0
"bajardo",1,7,3,4,0
"thesium",1,7,3,4,0
"somlo",1,5,2,3,0
"vapourishness",1,13,5,8,0
"unwieceriety",0,12,6,6,0
"dolde",0,5,2,3,0
"columinancelluretishness",0,24,9,15,0
"cristry",0,7,1,6,0
"crossfishes",1,11,3,8,0
"lobulifeguards",0,14,6,8,0
"starboard",1,9,3,6,0
"suidine",0,7,4,3,0
"chaptreck",0,9,2,7,0
"quadrienniumutile",1,17,9,8,0
"sggz",0,4,0,4,0
"whitneyite",1,10,4,6,0
"nematelmia",1,10,5,5,0
"coypou",1,6,3,3,0
"tankbusters",1,11,3,8,0
"cubencies",0,9,4,5,0
"fartled",0,7,2,5,0
"eurasianism",1,11,6,5,0
"praesphenoidal",0,14,6,8,0
"rosations",0,9,4,5,0
"cenobies",1,8,4,4,0
"unmolten",1,8,3,5,0
"noibwornness",0,12,4,8,0
"amabel",1,6,3,3,0
"pluggerrenal",0,12,4,8,0
"terrough",0,8,3,5,0
"subprecoalfishhoods",0,19,7,12,0
"nomand",0,6,2,4,0
"luxury",1,6,2,4,0
"whipstaff",1,9,2,7,0
"blackhearted",1,12,4,8,0
"astrophysicist",1,14,4,10,0
"sporophyte",1,10,3,7,0
"pendulation",1,11,5,6,0
"superdecorated",1,14,6,8,0
"coenthrones",0,11,4,7,0
"uztdkqmvconptu'x",0,16,3,13,1
"gni",0,3,1,2,0
"mplatypicuieorgimapalecoucca",0,28,13,15,0
"eugeosynclines",1,14,6,8,0
"ineber",0,6,3,3,0
"mptid",0,5,1,4,0
"pilows",1,6,2,4,0
"semiclose",1,9,4,5,0
"faminstranger",0,13,4,9,0
"lentner",1,7,2,5,0
"permalloys",1,10,3,7,0
"foreroyal",1,9,4,5,0
"jag",1,3,1,2,0
"aquifoux",0,8,5,3,0
"telnet",1,6,2,4,0
"spheriest",1,9,3,6,0
"interlaboratory",1,15,6,9,0
"astulidae",0,9,5,4,0
"prestreptive",0,12,4,8,0
"igniting",1,8,3,5,0
"abusee",1,6,4,2,0
"omb",1,3,1,2,0
"screenman",1,9,3,6,0
"militaryment",1,12,4,8,0
"innumerablenesses",1,17,7,10,0
"conepate",1,8,4,4,0
"antimeter",1,9,4,5,0
"despiritualizing",1,16,7,9,0
"weipping",0,8,3,5,0
"cuirassier",1,10,5,5,0
"ewbqmyvxjxicxzeovegwdmlw",0,24,5,19,0
"rothe",0,5,2,3,0
"surebutted",1,10,4,6,0
"drosera",1,7,3,4,0
"altify",1,6,2,4,0
"worman",0,6,2,4,0
"rycararbe",0,9,3,6,0
"finlander",1,9,3,6,0
"coud",0,4,2,2,0
"bonum",1,5,2,3,0
"lychnomancy",1,11,2,9,0
"nfrtayisoq",0,10,3,7,0
"gaper",1,5,2,3,0
"kebed",0,5,2,3,0
"overgrossness",1,13,4,9,0
"thwartness",1,10,2,8,0
"hoaxer",1,6,3,3,0
"enamellers",1,10,4,6,0
"sibucao",1,7,4,3,0
"basanita",0,8,4,4,0
"hyperostosis",1,12,4,8,0
"ssuede",0,6,3,3,0
"bleshiness",0,10,3,7,0
"qytxviunldnap",0,13,3,10,0
"nwobeotinerbwetaytt",0,19,7,12,0
"txkjfedetprjzpcbrzqnobib'uz",0,27,5,22,1
"intemporalise",0,13,6,7,0
"naquin",1,6,3,3,0
"biophotor",0,9,4,5,0
"mva",1,3,1,2,0
"equibblive",0,10,5,5,0
"pygostyle",1,9,2,7,0
"disputacity",1,11,4,7,0
"meretrices",1,10,4,6,0
"hapology",0,8,3,5,0
"hiphymus",0,8,2,6,0
"triethylamine",1,13,5,8,0
"massinissa",1,10,4,6,0
"doyst",1,5,1,4,0
"vetkoeksotenontotorism",0,22,9,13,0
"gluthenist",0,10,3,7,0
"xmztgijnfcs",0,11,1,10,0
"subnatural",1,10,4,6,0
"outreach",1,8,4,4,0
"ensign",1,6,2,4,0
"solitaires",1,10,5,5,0
"willyt",1,6,1,5,0
"quixotry",1,8,3,5,0
"asiatized",0,9,5,4,0
"codeia",1,6,4,2,0
"'aioobrlgvg'wvok",0,16,5,11,2
"phytochemicals",1,14,4,10,0
"o'ndfmfoooqp'ebxpldavckinoc",0,27,8,19,2
"dkoxavsbcrut",0,12,3,9,0
"nlrvnafgkoghzsswbmlvpfxg",0,24,2,22,0
"bocynthromy",0,11,2,9,0
"steganopodes",1,12,5,7,0
"nana",1,4,2,2,0
"piezoelectrically",1,17,7,10,0
"xeroprivataranch",0,16,6,10,0
"dmodgxjkgals",0,12,2,10,0
"ttinzeivaurtsbabrerchavabris",0,28,10,18,0
"mahiranits",0,10,4,6,0
"postgame",1,8,3,5,0
"cumuli",1,6,3,3,0
"gastrous",0,8,3,5,0
"millionist",0,10,4,6,0
"seropositivity",1,14,6,8,0
"solokwic",0,8,3,5,0
"hunkey",1,6,2,4,0
"superocubicund",0,14,6,8,0
"surrogateship",1,13,5,8,0
"unwist",1,6,2,4,0
"enculturated",1,12,5,7,0
"passmenting",1,11,3,8,0
"copolary",0,8,3,5,0
"furnishinomiya",0,14,6,8,0
"arthrotomy",1,10,3,7,0
"skutterudite",1,12,5,7,0
"phaenogenetic",1,13,6,7,0
"fosterosities",0,13,6,7,0
"libnah",1,6,2,4,0
"arachnid",1,8,3,5,0
"duncaton",0,8,3,5,0
"aatech",1,6,3,3,0
"reistier",1,8,4,4,0
"demia",0,5,3,2,0
"splash",1,6,1,5,0
"jorvavoces",0,10,4,6,0
"demiwivern",1,10,4,6,0
"okx'cvwslbvsplm",0,15,1,14,1
"poplilia",1,8,4,4,0
"exsert",1,6,2,4,0
"dendrolongmires",0,15,5,10,0
"ancyrean",1,8,3,5,0
"kkyra",1,5,1,4,0
"ctenostomata",1,12,5,7,0
"officiously",1,11,5,6,0
"linyu",1,5,2,3,0
"salian",1,6,3,3,0
"dometricities",0,13,6,7,0
"aculat",0,6,3,3,0
"telesmanesthesia",0,16,7,9,0
"uninus",0,6,3,3,0
"bsheredukeliseaguisinaticate",0,28,14,14,0
"promonarchicalness",1,18,6,12,0
"deorientalize",1,13,7,6,0
"monicidi",0,8,4,4,0
"nonisise",0,8,4,4,0
"nonprescriber",1,13,4,9,0
"convulgarring",0,13,4,9,0
"gration",0,7,3,4,0
"illucidated",0,11,5,6,0
"guilefulness",1,12,5,7,0
"colugos",1,7,3,4,0
"yplmdjcsfo",0,10,1,9,0
"hewes",1,5,2,3,0
"helluo",0,6,3,3,0
"speaking",1,8,3,5,0
"bhre",0,4,1,3,0
"sonorific",1,9,4,5,0
"rachelor",0,8,3,5,0
"profarchieldom",0,14,5,9,0
"curiositions",0,12,6,6,0
"jeroma",1,6,3,3,0
"permissibility",1,14,5,9,0
"colluvium",1,9,4,5,0
"smenzanammurna",0,14,5,9,0
"chutmensemathilphae",0,19,7,12,0
"bvoerxxl'cdqjszwt",0,17,2,15,1
"venedotian",1,10,5,5,0
"grangeability",0,13,5,8,0
"a'dbilunt'''vzp",0,15,3,12,4
"atmometer",1,9,4,5,0
"tralira",1,7,3,4,0
"traditionings",0,13,5,8,0
"retriser",0,8,3,5,0
"pseudoarchaecrania",0,18,9,9,0
"wirelike",1,8,4,4,0
"ampinct",0,7,2,5,0
"mansioneer",1,10,5,5,0
"stylohyoidean",1,13,5,8,0
"sxzsybp'",0,8,0,8,1
"doggrel",1,7,2,5,0
"tfyuoluuonwbfgktvqpgh",0,21,5,16,0
"rwslmxhwi",0,9,1,8,0
"homerology",1,10,4,6,0
"blindfolded",1,11,3,8,0
"abiogeogram",0,11,6,5,0
"guese",0,5,3,2,0
"cragsmen",1,8,2,6,0
"unfish",0,6,2,4,0
"louverte",0,8,4,4,0
"derib",1,5,2,3,0
"myfh'c'g'zlizkcfvfwvpflrgh'o",0,28,2,26,4
"puf",0,3,1,2,0
"canadianism",1,11,5,6,0
"mudpuppylike",0,12,4,8,0
"naas",1,4,2,2,0
"infed",0,5,2,3,0
"unzip",1,5,2,3,0
"tlkgfliulstederearmapocatoneconane",0,34,14,20,0
"orthoepy",1,8,3,5,0
"xfcmtb'h'nyjk",0,13,0,13,2
"ciout",0,5,3,2,0
"feldt",1,5,1,4,0
"sperischele",0,11,4,7,0
"reapprehension",1,14,6,8,0
"hophorn",0,7,2,5,0
"unseminared",1,11,5,6,0
"schnabelkanne",1,13,4,9,0
"outflash",1,8,3,5,0
"sprunny",1,7,1,6,0
"rqp'vohqfkpdljbyvgewlkcfq",0,25,2,23,1
"incivilization",1,14,7,7,0
"mats",1,4,1,3,0
"nkhmor",0,6,1,5,0
"miabr",0,5,2,3,0
"vlwpts'gzpkwot",0,14,1,13,1
"lerons",0,6,2,4,0
"ginhouses",1,9,4,5,0
"tasselled",1,9,3,6,0
"mairily",0,7,3,4,0
"tunel",0,5,2,3,0
"coloureds",1,9,4,5,0
"cavorter",1,8,3,5,0
"sictpeveitallexpenchianotriam",0,29,12,17,0
"vistrypron",0,10,2,8,0
"syzxdijegxqdifqcpf",0,18,3,15,0
"jmldxuefzyckkdesegzhzgdtilne",0,28,6,22,0
"periscopise",0,11,5,6,0
"upbraided",1,9,4,5,0
"underfarmer",1,11,4,7,0
"villsama",0,8,3,5,0
"preadmirer",1,10,4,6,0
"astrophysical",1,13,4,9,0
"oline",0,5,3,2,0
"cpilhamo'w",0,10,3,7,1
"luanne",1,6,3,3,0
"smitarerrieawheuribencomatushyseronlamiqungasi",0,46,20,26,0
"retarsuses",0,10,4,6,0
"faccybal",0,8,2,6,0
"borofluoromethane",0,17,8,9,0
"dury",0,4,1,3,0
"biotome",1,7,4,3,0
"rousant",1,7,3,4,0
"hemfologitionflic",0,17,7,10,0
"stier",1,5,2,3,0
"unpriestherium",0,14,6,8,0
"nursable",1,8,3,5,0
"biddies",1,7,3,4,0
"parochites",0,10,4,6,0
"codesigning",1,11,4,7,0
"kolkhozniks",1,11,3,8,0
"subfreshen",0,10,3,7,0
"rbczlaxwqjvfypmhu''p",0,20,2,18,2
"phziixxyomvekeshkhgidunut",0,25,8,17,0
"cordierstuben",0,13,5,8,0
"overdrainability",0,16,7,9,0
"playedlesses",0,12,4,8,0
"laud",1,4,2,2,0
"edictum",1,7,3,4,0
"overbrushlessness",0,17,5,12,0
"angeromyck",0,10,3,7,0
"goosegobs",1,9,4,5,0
"coiffeurs",1,9,4,5,0
"conourisher",0,11,5,6,0
"presxzjftdo",0,11,2,9,0
"maeterlinck",1,11,4,7,0
"esere",1,5,3,2,0
"apas",0,4,2,2,0
"tampion",1,7,3,4,0
"unoblockishly",0,13,4,9,0
"hallegomuti",0,11,5,6,0
"dospalos",1,8,3,5,0
"unthronic",0,9,3,6,0
"unclouds",1,8,3,5,0
"alphabet",1,8,3,5,0
"theobromatites",0,14,6,8,0
"unputridness",1,12,4,8,0
"fantastrychnisms",0,16,3,13,0
"workstation",1,11,4,7,0
"synclinically",0,13,3,10,0
"waukesha",1,8,4,4,0
"lynchromer",0,10,2,8,0
"tdgbtezedxjx'g'gadxtql",0,22,3,19,2
"icamananiplile",0,14,7,7,0
"unconcernino",0,12,5,7,0
"thereaway",1,9,4,5,0
"eticied",0,7,4,3,0
"blise",0,5,2,3,0
"ultrationalia",0,13,7,6,0
"ktkjckhj''",0,10,0,10,2
"vaws",1,4,1,3,0
"ankeyiedenes",0,12,6,6,0
"matricarinate",0,13,6,7,0
"treponemata",1,11,5,6,0
"normentiner",0,11,4,7,0
"q'tcqlhxai'cjpwgpg",0,18,2,16,2
"unautomated",1,11,6,5,0
"misadvise",1,9,4,5,0
"unforgeability",1,14,6,8,0
"zapupe",1,6,3,3,0
"utci'qborqyhm'burmabviuf",0,24,7,17,2
"hystionselldene",0,15,5,10,0
"lauretan",0,8,4,4,0
"hemotherapeutics",1,16,7,9,0
"counterefficiency",1,17,7,10,0
"krwsupaguzej",0,12,4,8,0
"irchismatipo",0,12,5,7,0
"polyonymal",1,10,3,7,0
"homoeomerae",1,11,7,4,0
"conclusive",1,10,4,6,0
"monoglycaemia",0,13,6,7,0
"kbonctes",0,8,2,6,0
"skeweepetskysanaconed",0,21,8,13,0
"gualty",0,6,2,4,0
"jjgqdhutlugyqqeymqn",0,19,3,16,0
"miswording",1,10,3,7,0
"laydown",1,7,2,5,0
"peterisk",0,8,3,5,0
"andkeel",0,7,3,4,0
"crawahamler",0,11,4,7,0
"fbiynhtmiqbifqkjprtxelo",0,23,5,18,0
"parostotis",1,10,4,6,0
"cozad",1,5,2,3,0
