word,present,len,vowels,consonants,nonletters,vtc
corrugatorily,0,13,5,8,0,0.625
amplitude,1,9,4,5,0,0.8
disnesting,1,10,3,7,0,0.428571428571429
unwarrantably,1,13,4,9,0,0.444444444444444
'zbqfuzlrnwe'wvvbydjjqa,0,23,3,20,2,0.15
excoryishwist,0,13,4,9,0,0.444444444444444
snuffboxes,1,10,3,7,0,0.428571428571429
dereliction,1,11,5,6,0,0.833333333333333
mckean,1,6,2,4,0,0.5
ttfqzh'zlzvp'vzmz'tibiw'hqoneg,0,30,4,26,4,0.153846153846154
charterist,1,10,3,7,0,0.428571428571429
seepansudanelopilines,0,21,10,11,0,0.909090909090909
chiser,0,6,2,4,0,0.5
devalorises,1,11,5,6,0,0.833333333333333
sortableness,0,12,4,8,0,0.5
otides,1,6,3,3,0,1
scrutineer,1,10,4,6,0,0.666666666666667
thevenot,1,8,3,5,0,0.6
codia,0,5,3,2,0,1.5
heterozeted,0,11,5,6,0,0.833333333333333
grjxnhgdfivui,0,13,3,10,0,0.3
stestic,0,7,2,5,0,0.4
isuridae,1,8,5,3,0,1.66666666666667
aphs,0,4,1,3,0,0.333333333333333
propic,0,6,2,4,0,0.5
spint,0,5,1,4,0,0.25
astop,0,5,2,3,0,0.666666666666667
janglings,1,9,2,7,0,0.285714285714286
fibs,1,4,1,3,0,0.333333333333333
kissogram,1,9,3,6,0,0.5
fieriness,1,9,4,5,0,0.8
cerogenae,0,9,5,4,0,1.25
spotling,0,8,2,6,0,0.333333333333333
sparring,1,8,2,6,0,0.333333333333333
hetictionemationspher,0,21,9,12,0,0.75
romantic,1,8,3,5,0,0.6
cassandra,1,9,3,6,0,0.5
xrf,0,3,0,3,0,0
schlumps,1,8,1,7,0,0.142857142857143
irefully,1,8,3,5,0,0.6
wimpikewskisits,0,15,5,10,0,0.5
outsatisfied,1,12,6,6,0,1
lappels,1,7,2,5,0,0.4
belsky,1,6,1,5,0,0.2
tarp,1,4,1,3,0,0.333333333333333
blatherskites,1,13,4,9,0,0.444444444444444
peeve,1,5,3,2,0,1.5
acetoucan,0,9,5,4,0,1.25
tanzine,1,7,3,4,0,0.75
oldstein,0,8,3,5,0,0.6
counderming,0,11,4,7,0,0.571428571428571
lability,1,8,3,5,0,0.6
altmanid,0,8,3,5,0,0.6
brufsky,1,7,1,6,0,0.166666666666667
costlew,1,7,2,5,0,0.4
depiedmontize,1,13,6,7,0,0.857142857142857
plautine,1,8,4,4,0,1
cn'vzpw'urvonaf,0,15,3,12,2,0.25
plenisher,0,9,3,6,0,0.5
nonsilicious,1,12,6,6,0,1
photoporotrichery,0,17,6,11,0,0.545454545454545
foreslows,1,9,3,6,0,0.5
strummers,1,9,2,7,0,0.285714285714286
imption,0,7,3,4,0,0.75
myosins,1,7,2,5,0,0.4
yqjiion,0,7,3,4,0,0.75
adiathetic,1,10,5,5,0,1
hume,1,4,2,2,0,1
jellos,1,6,2,4,0,0.5
cyclosis,1,8,2,6,0,0.333333333333333
lenchioncychillum,0,17,5,12,0,0.416666666666667
searlesperedeniames,0,19,9,10,0,0.9
linkwork,1,8,2,6,0,0.333333333333333
footeuvepemafumore,0,18,10,8,0,1.25
arsmea,0,6,3,3,0,1
phuly,0,5,1,4,0,0.25
hypnum,1,6,1,5,0,0.2
nouranodermaries,0,16,8,8,0,1
geanine,1,7,4,3,0,1.33333333333333
tilting,1,7,2,5,0,0.4
grutitzaly,0,10,3,7,0,0.428571428571429
stacisms,0,8,2,6,0,0.333333333333333
uanis,0,5,3,2,0,1.5
crumenian,0,9,4,5,0,0.8
cake,1,4,2,2,0,1
pinards,1,7,2,5,0,0.4
mlbbobfxbdqjdjoxnvmwrdja,0,24,3,21,0,0.142857142857143
preindisposition,1,16,7,9,0,0.777777777777778
liaison,1,7,4,3,0,1.33333333333333
unclimbablenesses,1,17,6,11,0,0.545454545454545
summonsing,1,10,3,7,0,0.428571428571429
alypsylike,0,10,3,7,0,0.428571428571429
montestatic,0,11,4,7,0,0.571428571428571
cheesebox,1,9,4,5,0,0.8
jakob,1,5,2,3,0,0.666666666666667
myxochondromas,0,14,4,10,0,0.4
uzdt,0,4,1,3,0,0.333333333333333
outrings,1,8,3,5,0,0.6
vishnavite,1,10,4,6,0,0.666666666666667
gles,0,4,1,3,0,0.333333333333333
laterifa,0,8,4,4,0,1
mystagogus,1,10,3,7,0,0.428571428571429
baalath,1,7,3,4,0,0.75
stereospecifically,1,18,7,11,0,0.636363636363636
glazier,1,7,3,4,0,0.75
anfracoscopier,0,14,6,8,0,0.75
presship,0,8,2,6,0,0.333333333333333
phalacrocoracidae,1,17,8,9,0,0.888888888888889
booking,1,7,3,4,0,0.75
shilled,1,7,2,5,0,0.4
outpressing,1,11,4,7,0,0.571428571428571
ror,0,3,1,2,0,0.5
nonowner,1,8,3,5,0,0.6
esperance,1,9,4,5,0,0.8
gages,0,5,2,3,0,0.666666666666667
perist,0,6,2,4,0,0.5
gonionia,1,8,5,3,0,1.66666666666667
reemerging,1,10,4,6,0,0.666666666666667
frankforts,1,10,2,8,0,0.25
xanadu,1,6,3,3,0,1
lithotrities,1,12,5,7,0,0.714285714285714
gauntry,1,7,2,5,0,0.4
nyvwnradhffgyuyusnlpjwvki,0,25,4,21,0,0.19047619047619
thymonucleic,1,12,4,8,0,0.5
undecorative,1,12,6,6,0,1
platonianismatoid,0,17,8,9,0,0.888888888888889
amarillis,1,9,4,5,0,0.8
biternate,1,9,4,5,0,0.8
wsw,1,3,0,3,0,0
palaeeudyptes,1,13,6,7,0,0.857142857142857
umbersick,0,9,3,6,0,0.5
cinquercialected,0,16,7,9,0,0.777777777777778
datecapa,0,8,4,4,0,1
sporoniarist,0,12,5,7,0,0.714285714285714
uncurbedly,1,10,3,7,0,0.428571428571429
tardive,1,7,3,4,0,0.75
uigursh,0,7,3,4,0,0.75
universatile,0,12,6,6,0,1
rodewdrously,0,12,4,8,0,0.5
ljrsekqvvxzassi'moym'm'd,0,24,4,20,3,0.2
yup,1,3,1,2,0,0.5
backsbordificarpulate,0,21,8,13,0,0.615384615384615
zdf,0,3,0,3,0,0
microlepidopteron,0,17,7,10,0,0.7
fragmas,0,7,2,5,0,0.4
absolutista,1,11,5,6,0,0.833333333333333
sokemen,1,7,3,4,0,0.75
polatheliticheilly,0,18,7,11,0,0.636363636363636
tasteless,1,9,3,6,0,0.5
gymnosophs,1,10,2,8,0,0.25
nutjobber,1,9,3,6,0,0.5
rhetoric,1,8,3,5,0,0.6
vectrogue,0,9,4,5,0,0.8
branslatrix,0,11,3,8,0,0.375
magsmen,1,7,2,5,0,0.4
technicipien,0,12,5,7,0,0.714285714285714
doxographer,1,11,4,7,0,0.571428571428571
epai,0,4,3,1,0,3
unprays,1,7,2,5,0,0.4
rcqf,0,4,0,4,0,0
jocundity,1,9,3,6,0,0.5
varifically,0,11,4,7,0,0.571428571428571
nontangibly,1,11,3,8,0,0.375
opisthosomata,0,13,6,7,0,0.857142857142857
cappal,0,6,2,4,0,0.5
zinfandousnesses,0,16,6,10,0,0.6
lavouretry,0,10,4,6,0,0.666666666666667
galeneness,0,10,4,6,0,0.666666666666667
assimilationisms,1,16,7,9,0,0.777777777777778
webster,1,7,2,5,0,0.4
pyrientonishman,0,15,5,10,0,0.5
vitriolise,1,10,5,5,0,1
iridescence,1,11,5,6,0,0.833333333333333
unruefulness,1,12,5,7,0,0.714285714285714
fankling,1,8,2,6,0,0.333333333333333
interry,0,7,2,5,0,0.4
ruckus,1,6,2,4,0,0.5
misrecognition,1,14,6,8,0,0.75
unhinged,1,8,3,5,0,0.6
eggler,1,6,2,4,0,0.5
mogliting,0,9,3,6,0,0.5
metempiricisms,1,14,5,9,0,0.555555555555556
octorsus,0,8,3,5,0,0.6
lituus,1,6,3,3,0,1
rhamnoside,1,10,4,6,0,0.666666666666667
abscesses,1,9,3,6,0,0.5
villamaria,1,10,5,5,0,1
currel,0,6,2,4,0,0.5
electromyography,1,16,5,11,0,0.454545454545455
ploycoslurocthlllietryluns,0,26,7,19,0,0.368421052631579
subprottier,0,11,4,7,0,0.571428571428571
katherylonychidachrachous,0,25,8,17,0,0.470588235294118
ric,1,3,1,2,0,0.5
vondsira,1,8,3,5,0,0.6
feminesses,0,10,4,6,0,0.666666666666667
metif,1,5,2,3,0,0.666666666666667
trilizing,0,9,3,6,0,0.5
stopia,0,6,3,3,0,1
microcystal,0,11,3,8,0,0.375
decharinterr,0,12,4,8,0,0.5
pcp,1,3,0,3,0,0
shiomanwayingens,0,16,6,10,0,0.6
megaloceras,0,11,5,6,0,0.833333333333333
machroid,0,8,3,5,0,0.6
holliquitous,0,12,6,6,0,1
recipitaka,0,10,5,5,0,1
neoanthropine,0,13,6,7,0,0.857142857142857
weemlxwjv'kbaznqdnyd'ejalhki,0,28,6,22,2,0.272727272727273
barrackings,1,11,3,8,0,0.375
alaunes,0,7,4,3,0,1.33333333333333
intergeneric,1,12,5,7,0,0.714285714285714
pseudocystment,0,14,4,10,0,0.4
heringer,1,8,3,5,0,0.6
markeviking,0,11,4,7,0,0.571428571428571
mimond,0,6,2,4,0,0.5
botinep,0,7,3,4,0,0.75
anencephalia,1,12,6,6,0,1
jarvie,1,6,3,3,0,1
suicidologies,1,13,7,6,0,1.16666666666667
decordiidae,0,11,6,5,0,1.2
cediserwhaliseilled,0,19,8,11,0,0.727272727272727
lulhfarby'jwjggvyz,0,18,2,16,1,0.125
meme,1,4,2,2,0,1
medicinated,0,11,5,6,0,0.833333333333333
comminister,1,11,4,7,0,0.571428571428571
meless,0,6,2,4,0,0.5
pasteurelleae,1,13,7,6,0,1.16666666666667
dumosities,1,10,5,5,0,1
carpopodite,1,11,5,6,0,0.833333333333333
kircurriness,0,12,4,8,0,0.5
certosina,1,9,4,5,0,0.8
repackager,1,10,4,6,0,0.666666666666667
exara,0,5,3,2,0,1.5
bulcibersh,0,10,3,7,0,0.428571428571429
hontdealasa,0,11,5,6,0,0.833333333333333
phelonion,1,9,4,5,0,0.8
edenioodename,0,13,8,5,0,1.6
leavenworth,1,11,4,7,0,0.571428571428571
auxo,1,4,3,1,0,3
sanoserous,1,10,5,5,0,1
lltutumuiwkdkzpjdnnxpns,0,23,4,19,0,0.210526315789474
innobedient,1,11,5,6,0,0.833333333333333
imbraction,0,10,4,6,0,0.666666666666667
huca,0,4,2,2,0,1
yodghsrcsnyk,0,12,1,11,0,0.0909090909090909
tunney,1,6,2,4,0,0.5
veraguira,0,9,5,4,0,1.25
brannungur,0,10,3,7,0,0.428571428571429
evables,0,7,3,4,0,0.75
sceptring,1,9,2,7,0,0.285714285714286
calanthe,1,8,3,5,0,0.6
reife,0,5,3,2,0,1.5
kapila,1,6,3,3,0,1
plaidmen,1,8,3,5,0,0.6
laager,1,6,3,3,0,1
gokoitret,0,9,4,5,0,0.8
antidiabetic,1,12,6,6,0,1
juramenta,1,9,4,5,0,0.8
complimentator,0,14,5,9,0,0.555555555555556
schwitters,1,10,2,8,0,0.25
aeuplole,0,8,5,3,0,1.66666666666667
bedbugs,1,7,2,5,0,0.4
unstepping,1,10,3,7,0,0.428571428571429
vi'tucan,0,8,3,5,1,0.6
postmodernisms,1,14,4,10,0,0.4
lamoille,1,8,4,4,0,1
mncjevfjwpfcfhnchsurruyv,0,24,3,21,0,0.142857142857143
pynetpkcqugpkgiu,0,16,4,12,0,0.333333333333333
yeldrocks,1,9,2,7,0,0.285714285714286
rjyzoaoljqknb,0,13,3,10,0,0.3
nonalinement,1,12,5,7,0,0.714285714285714
radioanaphoric,0,14,7,7,0,1
falconer,1,8,3,5,0,0.6
hawknose,1,8,3,5,0,0.6
unprejudice,1,11,5,6,0,0.833333333333333
detrimenting,0,12,4,8,0,0.5
mindfucks,1,9,2,7,0,0.285714285714286
wanemons,0,8,3,5,0,0.6
pationacks,0,10,4,6,0,0.666666666666667
calefactional,0,13,6,7,0,0.857142857142857
womeuivehs,0,10,5,5,0,1
qghsxgsdrkjbahgwjx,0,18,1,17,0,0.0588235294117647
dogfox,1,6,2,4,0,0.5
dificiously,0,11,5,6,0,0.833333333333333
outscorns,1,9,3,6,0,0.5
clyoperrgamoschntirroumadrtinlilicoliuandogilaschtrbisegwane,0,60,22,38,0,0.578947368421053
wordmaking,1,10,3,7,0,0.428571428571429
folkland,1,8,2,6,0,0.333333333333333
balladeroyal,1,12,5,7,0,0.714285714285714
halaming,0,8,3,5,0,0.6
nontemperateness,1,16,6,10,0,0.6
pouter,1,6,3,3,0,1
hior,0,4,2,2,0,1
glycemia,0,8,3,5,0,0.6
kickau,0,6,3,3,0,1
mowas,1,5,2,3,0,0.666666666666667
cystennuinian,0,13,5,8,0,0.625
unbureaucratically,1,18,8,10,0,0.8
tazomisltercimablas,0,19,7,12,0,0.583333333333333
chnvabamenganesearel,0,20,8,12,0,0.666666666666667
cappery,0,7,2,5,0,0.4
hlwn,0,4,0,4,0,0
cle,0,3,1,2,0,0.5
yqwazzsnyduflzes,0,16,3,13,0,0.230769230769231
prefishnerger,0,13,4,9,0,0.444444444444444
sphenomena,0,10,4,6,0,0.666666666666667
progue,0,6,3,3,0,1
bathtsvilladisacquatic,0,22,8,14,0,0.571428571428571
bioush,0,6,3,3,0,1
overwidely,1,10,4,6,0,0.666666666666667
hhofpxpiytxvbuzdsz,0,18,3,15,0,0.2
suln,0,4,1,3,0,0.333333333333333
layoquousness,0,13,6,7,0,0.857142857142857
mettie,1,6,3,3,0,1
marshflower,1,11,3,8,0,0.375
ballman,1,7,2,5,0,0.4
deducive,1,8,4,4,0,1
limericks,1,9,3,6,0,0.5
preopsis,0,8,3,5,0,0.6
pobue'rjdcpuoxipowjsagwfzq,0,26,8,18,1,0.444444444444444
myrmer,0,6,1,5,0,0.2
labourites,1,10,5,5,0,1
forestantial,0,12,5,7,0,0.714285714285714
antty,0,5,1,4,0,0.25
nonbeneficence,1,14,6,8,0,0.75
yepely,1,6,2,4,0,0.5
sauce,1,5,3,2,0,1.5
charah,0,6,2,4,0,0.5
paternalistically,1,17,6,11,0,0.545454545454545
sanguifies,1,10,5,5,0,1
trainmen,1,8,3,5,0,0.6
astiverbush,0,11,4,7,0,0.571428571428571
minstrel,1,8,2,6,0,0.333333333333333
emhe'ujh'v,0,10,3,7,2,0.428571428571429
xoztnrlzxffd,0,12,1,11,0,0.0909090909090909
bflower,0,7,2,5,0,0.4
mercurialis,1,11,5,6,0,0.833333333333333
snuffer,1,7,2,5,0,0.4
unwaned,1,7,3,4,0,0.75
sculduddery,1,11,3,8,0,0.375
tariffise,1,9,4,5,0,0.8
chuckfarthing,1,13,3,10,0,0.3
myrtlessner,0,11,2,9,0,0.222222222222222
bedesman,1,8,3,5,0,0.6
cleidarthritis,1,14,5,9,0,0.555555555555556
pleurocerebral,1,14,6,8,0,0.75
nuthous,0,7,3,4,0,0.75
nonbuoyantly,1,12,4,8,0,0.5
wiqbcffgemrlufsmwo,0,18,4,14,0,0.285714285714286
activizes,1,9,4,5,0,0.8
mohammercive,0,12,5,7,0,0.714285714285714
wigaes,0,6,3,3,0,1
treponematoses,1,14,6,8,0,0.75
spavindy,1,8,2,6,0,0.333333333333333
freewritingness,0,15,5,10,0,0.5
hottedness,0,10,3,7,0,0.428571428571429
randomisations,1,14,6,8,0,0.75
dargle,1,6,2,4,0,0.5
wijwpxazjoz,0,11,3,8,0,0.375
hypophyseoprivous,1,17,6,11,0,0.545454545454545
qus,0,3,1,2,0,0.5
stophomovervock,0,15,5,10,0,0.5
slothwaities,0,12,5,7,0,0.714285714285714
nazification,1,12,6,6,0,1
clearcutness,1,12,4,8,0,0.5
joggling,1,8,2,6,0,0.333333333333333
chiasusceptune,0,14,6,8,0,0.75
telitey,0,7,3,4,0,0.75
ariel,1,5,3,2,0,1.5
zosterops,1,9,3,6,0,0.5
babilane,0,8,4,4,0,1
hairece,0,7,4,3,0,1.33333333333333
benoverparangs,0,14,5,9,0,0.555555555555556
counterly,1,9,3,6,0,0.5
gozewasllyt,0,11,3,8,0,0.375
apostrophies,0,12,5,7,0,0.714285714285714
chechnyan,1,9,2,7,0,0.285714285714286
nongibs,0,7,2,5,0,0.4
unchodonakinites,0,16,7,9,0,0.777777777777778
cleanne,0,7,3,4,0,0.75
etwee,1,5,3,2,0,1.5
kees'lee,0,8,4,4,1,1
blottes,0,7,2,5,0,0.4
nondenominational,1,17,8,9,0,0.888888888888889
suarbopterlods,0,14,5,9,0,0.555555555555556
dongle,1,6,2,4,0,0.5
pantinonchiliqueazio,0,20,10,10,0,1
ilkxzihccqjk,0,12,2,10,0,0.2
barbackup,0,9,3,6,0,0.5
brigal,0,6,2,4,0,0.5
satyras,1,7,2,5,0,0.4
meandershepherded,0,17,6,11,0,0.545454545454545
tory,1,4,1,3,0,0.333333333333333
unemployment,1,12,4,8,0,0.5
potis,0,5,2,3,0,0.666666666666667
mmin,0,4,1,3,0,0.333333333333333
conves,0,6,2,4,0,0.5
mrssnrsecjkgvoufcybtolclon,0,26,5,21,0,0.238095238095238
qwzcnlbjf,0,9,0,9,0,0
twoccing,1,8,2,6,0,0.333333333333333
compulsive,1,10,4,6,0,0.666666666666667
jamalacings,0,11,4,7,0,0.571428571428571
mysteriosophy,1,13,4,9,0,0.444444444444444
hyperman,0,8,2,6,0,0.333333333333333
byrlady,1,7,1,6,0,0.166666666666667
unsequite,0,9,5,4,0,1.25
alcumy,1,6,2,4,0,0.5
bottomness,1,10,3,7,0,0.428571428571429
pyroheliometer,1,14,6,8,0,0.75
goeniere,0,8,5,3,0,1.66666666666667
robbyn,1,6,1,5,0,0.2
ayaqaalaq,0,9,5,4,0,1.25
triols,1,6,2,4,0,0.5
pearlitic,1,9,4,5,0,0.8
columnistic,1,11,4,7,0,0.571428571428571
utnapishtim,1,11,4,7,0,0.571428571428571
somaxi,0,6,3,3,0,1
mazwhlwtglh,0,11,1,10,0,0.1
raculer,0,7,3,4,0,0.75
jobestotidamabilaerotenstiprcophemanves,0,39,16,23,0,0.695652173913043
protozoulogical,1,15,7,8,0,0.875
nons,0,4,1,3,0,0.333333333333333
hebestoonnisera,0,15,7,8,0,0.875
siliquarius,0,11,6,5,0,1.2
lutisms,0,7,2,5,0,0.4
seitxbjhuiotyxph'vin',0,21,6,15,2,0.4
buckeye,1,7,3,4,0,0.75
unprondereatta,0,14,6,8,0,0.75
lobedieness,0,11,5,6,0,0.833333333333333
wagoner,1,7,3,4,0,0.75
kaffrarians,1,11,4,7,0,0.571428571428571
mtkscgrljkfardbuj,0,17,2,15,0,0.133333333333333
abelmusk,1,8,3,5,0,0.6
purpuric,1,8,3,5,0,0.6
highlan,0,7,2,5,0,0.4
kbyqllzhxszqd,0,13,0,13,0,0
catalufa,1,8,4,4,0,1
velma,1,5,2,3,0,0.666666666666667
muisting,1,8,3,5,0,0.6
ylieecry,0,8,3,5,0,0.6
schiavoni,1,9,4,5,0,0.8
instrumentalism,1,15,5,10,0,0.5
presages,1,8,3,5,0,0.6
exorcistically,0,14,5,9,0,0.555555555555556
ccaue,0,5,3,2,0,1.5
horizontically,1,14,5,9,0,0.555555555555556
ideogrammed,0,11,5,6,0,0.833333333333333
alkmardnes,0,10,3,7,0,0.428571428571429
evaristus,1,9,4,5,0,0.8
deschutes,1,9,3,6,0,0.5
spleuracana,0,11,5,6,0,0.833333333333333
unnerving,1,9,3,6,0,0.5
tfqzeqqvlwwuzfprhxnpm,0,21,2,19,0,0.105263157894737
kcvbkalnvzwubavmg,0,17,3,14,0,0.214285714285714
gefj,0,4,1,3,0,0.333333333333333
memrpwzbobgqjrocoducgpww,0,24,5,19,0,0.263157894736842
bookkneepagata,0,14,7,7,0,1
adrenalcortical,1,15,6,9,0,0.666666666666667
cecilla,1,7,3,4,0,0.75
kries,1,5,2,3,0,0.666666666666667
wabbcrons,0,9,2,7,0,0.285714285714286
pari,0,4,2,2,0,1
branchiosaurian,1,15,7,8,0,0.875
inscience,1,9,4,5,0,0.8
polycentrism,1,12,3,9,0,0.333333333333333
gemstone,1,8,3,5,0,0.6
deprobar,0,8,3,5,0,0.6
nobilitle,0,9,4,5,0,0.8
uniousnesses,0,12,6,6,0,1
colshipie,0,9,4,5,0,0.8
yqktfzxojwqokzelosibzcbev,0,25,6,19,0,0.315789473684211
kathodal,1,8,3,5,0,0.6
bunic,0,5,2,3,0,0.666666666666667
copenov,0,7,3,4,0,0.75
dissection,1,10,4,6,0,0.666666666666667
catalanist,1,10,4,6,0,0.666666666666667
backaches,1,9,3,6,0,0.5
perpignan,1,9,3,6,0,0.5
musketry,1,8,2,6,0,0.333333333333333
collateralized,1,14,6,8,0,0.75
minnes,0,6,2,4,0,0.5
pyrophoruses,1,12,4,8,0,0.5
nonremuneration,1,15,7,8,0,0.875
unthematically,1,14,5,9,0,0.555555555555556
batodent,0,8,3,5,0,0.6
semimicroanalysis,1,17,7,10,0,0.7
phexpror,0,8,2,6,0,0.333333333333333
accha,0,5,2,3,0,0.666666666666667
atelss,0,6,2,4,0,0.5
winkerous,0,9,4,5,0,0.8
rubicure,0,8,4,4,0,1
lithodomus,1,10,4,6,0,0.666666666666667
frerich,0,7,2,5,0,0.4
midhead,0,7,3,4,0,0.75
sboltorintladrseoway,0,20,7,13,0,0.538461538461538
steppingstones,1,14,4,10,0,0.4
unfingered,1,10,4,6,0,0.666666666666667
voronoff,1,8,3,5,0,0.6
sublieutenants,1,14,6,8,0,0.75
homopsida,0,9,4,5,0,0.8
korntunna,1,9,3,6,0,0.5
nummulation,1,11,5,6,0,0.833333333333333
disform,1,7,2,5,0,0.4
occuttingasband,0,15,5,10,0,0.5
whippet,1,7,2,5,0,0.4
ster,0,4,1,3,0,0.333333333333333
dideswomen,0,10,4,6,0,0.666666666666667
cobryatalactionsteracadicoard,0,29,12,17,0,0.705882352941177
substabled,0,10,3,7,0,0.428571428571429
mascot,1,6,2,4,0,0.5
recovery,1,8,3,5,0,0.6
essentional,0,11,5,6,0,0.833333333333333
gluttonising,1,12,4,8,0,0.5
z'rumbrunijgvgmxetx,0,19,4,15,1,0.266666666666667
iricheratinopongeroponers,0,25,11,14,0,0.785714285714286
recamier,1,8,4,4,0,1
cocisinwad,0,10,4,6,0,0.666666666666667
leglins,1,7,2,5,0,0.4
badhimenics,0,11,4,7,0,0.571428571428571
caponniere,1,10,5,5,0,1
epineanty,0,9,4,5,0,0.8
favourite,1,9,5,4,0,1.25
housewa,0,7,4,3,0,1.33333333333333
nonseriality,1,12,5,7,0,0.714285714285714
beful,0,5,2,3,0,0.666666666666667
antlers,1,7,2,5,0,0.4
misapplication,1,14,6,8,0,0.75
icentlikoletaean,0,16,8,8,0,1
panguilitalle,0,13,6,7,0,0.857142857142857
nlqzlwcn,0,8,0,8,0,0
unsummoned,1,10,4,6,0,0.666666666666667
mandelson,1,9,3,6,0,0.5
underuyters,0,11,4,7,0,0.571428571428571
pearsall,1,8,3,5,0,0.6
occleve,1,7,3,4,0,0.75
carcisation,0,11,5,6,0,0.833333333333333
enterma,0,7,3,4,0,0.75
llozecybesyan,0,13,4,9,0,0.444444444444444
unchristabel,0,12,4,8,0,0.5
undisturbed,1,11,4,7,0,0.571428571428571
birse,1,5,2,3,0,0.666666666666667
berycian,0,8,3,5,0,0.6
isodynamic,1,10,4,6,0,0.666666666666667
gurolinick,1,10,4,6,0,0.666666666666667
soaves,1,6,3,3,0,1
trichophyllous,1,14,4,10,0,0.4
otocranic,1,9,4,5,0,0.8
perr,1,4,1,3,0,0.333333333333333
outplays,1,8,3,5,0,0.6
biozonises,0,10,5,5,0,1
heela,0,5,3,2,0,1.5
aulpinecinoragrentrmoliogsacoparnur,0,35,15,20,0,0.75
conilurus,1,9,4,5,0,0.8
aerophane,1,9,5,4,0,1.25
unvoluminousness,1,16,7,9,0,0.777777777777778
unhired,1,7,3,4,0,0.75
bathroomed,1,10,4,6,0,0.666666666666667
stracetambridousness,0,20,7,13,0,0.538461538461538
ae,0,2,2,0,0,1
ensheafs,0,8,3,5,0,0.6
hlsrn'pwadovwbrstdazyalws,0,25,4,21,1,0.19047619047619
prekindergarten,1,15,5,10,0,0.5
aeria,1,5,4,1,0,4
polyneurous,0,11,5,6,0,0.833333333333333
albunea,1,7,4,3,0,1.33333333333333
puggarees,1,9,4,5,0,0.8
bowliness,0,9,3,6,0,0.5
kfdzgvw'h,0,9,0,9,1,0
s'wactmthdvbxtxtb'vproyuaxhhz,0,29,4,25,2,0.16
tienjudere,0,10,5,5,0,1
hydroborofluoric,1,16,6,10,0,0.6
gatrotaliasestantonil,0,21,9,12,0,0.75
schizoidism,1,11,4,7,0,0.571428571428571
prevenance,1,10,4,6,0,0.666666666666667
solanderfulness,0,15,5,10,0,0.5
gopik,1,5,2,3,0,0.666666666666667
fralle,0,6,2,4,0,0.5
platichthyes,0,12,3,9,0,0.333333333333333
nonfels,0,7,2,5,0,0.4
interstitial,1,12,5,7,0,0.714285714285714
biasness,1,8,3,5,0,0.6
tobaccoism,1,10,4,6,0,0.666666666666667
hederaceously,1,13,6,7,0,0.857142857142857
pluviometry,1,11,4,7,0,0.571428571428571
orbicuspensiveness,0,18,7,11,0,0.636363636363636
neopologistical,0,15,7,8,0,0.875
qxtndtqpsvykqsgs,0,16,0,16,0,0
ptilocrinus,1,11,4,7,0,0.571428571428571
lackwittedly,1,12,3,9,0,0.333333333333333
downforcedly,0,12,3,9,0,0.333333333333333
sanfourd,1,8,3,5,0,0.6
tonomical,0,9,4,5,0,0.8
snaga,0,5,2,3,0,0.666666666666667
comparer,1,8,3,5,0,0.6
dunster,1,7,2,5,0,0.4
overfactiously,1,14,6,8,0,0.75
birrell,1,7,2,5,0,0.4
oleogeny,0,8,4,4,0,1
wxiipgxegtobfsipz',0,18,5,13,1,0.384615384615385
pop,1,3,1,2,0,0.5
p'uiy'y'cbnejju,0,15,4,11,3,0.363636363636364
'rlsnb,0,6,0,6,1,0
ungentlewomanlier,0,17,7,10,0,0.7
rdodlmhwm,0,9,1,8,0,0.125
stonewalls,1,10,3,7,0,0.428571428571429
subspecialization,1,17,8,9,0,0.888888888888889
markdowns,1,9,2,7,0,0.285714285714286
teers,0,5,2,3,0,0.666666666666667
collat,1,6,2,4,0,0.5
rebirth,1,7,2,5,0,0.4
sexts,1,5,1,4,0,0.25
jgnlccfjfielvplh'ogmxnz,0,23,3,20,1,0.15
toxicism,0,8,3,5,0,0.6
epid,0,4,2,2,0,1
grufe,1,5,2,3,0,0.666666666666667
anigrapher,0,10,4,6,0,0.666666666666667
bard,1,4,1,3,0,0.333333333333333
lamaist,1,7,3,4,0,0.75
teriante,0,8,4,4,0,1
wagweno,1,7,3,4,0,0.75
increately,1,10,4,6,0,0.666666666666667
graphyrocarabi,0,14,5,9,0,0.555555555555556
anisostichum,0,12,5,7,0,0.714285714285714
rialinthimphbowepecerinenages,0,29,12,17,0,0.705882352941177
nifiangucoucumitonaleliorea,0,27,15,12,0,1.25
god,1,3,1,2,0,0.5
nonyl,1,5,1,4,0,0.25
cualms,0,6,2,4,0,0.5
unvert,0,6,2,4,0,0.5
strumming,1,9,2,7,0,0.285714285714286
ardishicarype,0,13,5,8,0,0.625
ynzocxrgqzxvjluun,0,17,3,14,0,0.214285714285714
pezia,0,5,3,2,0,1.5
unpetulantly,1,12,4,8,0,0.5
bjourness,0,9,3,6,0,0.5
raritan,1,7,3,4,0,0.75
nonrecoil,1,9,4,5,0,0.8
internalised,1,12,5,7,0,0.714285714285714
aestuary,1,8,4,4,0,1
raticap,0,7,3,4,0,0.75
ultann,1,6,2,4,0,0.5
riblechwoornollenel,0,19,7,12,0,0.583333333333333
intellectualistically,1,21,8,13,0,0.615384615384615
superstate,1,10,4,6,0,0.666666666666667
uredina,0,7,4,3,0,1.33333333333333
efonundestare,0,13,6,7,0,0.857142857142857
